Course	Title		Min Credits	Description	CourseType1	CourseType2
PSYCH*461	Bilingualism & 2nd Language Acquistion	4	0	An exploration of psychological research from the, fields of bilingualism and second language, acquisition (SLA).  Topics include an examination, of current cognitive models of bilingual language, acquisition, production, and comprehension as, well, as the impact of cultural factors on bilingual, language use and maintenance.  In addition,, approaches to second language instruction are, considered with an emphasis on both in-class and, immersion contexts.  Prerequisite:  Psychology, 105; or one core course in Psychology from either, the Human Processes (160s) or Individual, Differences (170s) category; or permission of the, instructor.  This course satisfies the power,, privilege, and difference (PPD) requirement for, Psychology majors.	SB	PD
PSYCH*464	Psych of Intergroup Conflict & Violence	4	0	An examination of the processes underlying, conflict and violence between groups, with an, emphasis on Social and Political Psychology. By, use of experiential activities, discussions,, audiovisual material, and group work, we examine, the nature of structural violence and proceed to, discuss the dynamics behind conflict escalation, and direct violence. Topics include the cognitive, roots of conflict escalation, personality factors, in aggression and violence, justification of, violence, the psychology of torture and genocide,, the role of women and children in armed, conflicts, and what psychology can contribute to, intergroup dialogue, contact, and post-conflict, healing and reconciliation. Prerequisites:, Permission of the instructor, or Psychology 206, and one of Psychology 160, 162, or 164. This, course satisfies the power, privilege, and, difference (PPD) requirement for Psychology, majors.	PD	SB
PSYCH*465	Psychology of Nationalism	4	0	An examination of the psychological dimensions of, nationalism.  Current research and theory in, cognitive and clinical psychology will be applied, towards understanding how and why people form, groups, the implications of group membership for, individual thinking and behavior, and the, emotional processes that may play a role in, transforming differences between national groups, into violent action.  Several case studies of, nationalist conflict, both Western and, non-Western, will be examined.  This course, emphasizes discussion and participation., Prerequisite: One course in Psychology., Distribution Requirements: SB, IP.	IP	SB
PSYCH*466	Industrial/Organizational Psychology	4	0	A science-based examination of human behavior in, work settings. Topics include recruitment,, selection, training, and evaluation of employees;, work motivation, job satisfaction, and stress;, group processes and decision-making in the, workplace; and the effects of physical and, psychological environment, including work, systems, on work behavior. An introduction to, human factors research is included. Prerequisite:, One core course in Psychology or permission of, the instructor.	SB	SP
PSYCH*475	Psychology and Religion	4	0	An examination of Judeo-Christian religious, belief, and experience from psychological and religious, studies perspectives. Cognitive, theological,, historical-critical and psychodynamic theories, will be explored and applied to empirical studies, and biographical accounts of the faith-lives of, men and women, past and present. The course will, be mainly discussion, based on primary sources., Prerequistes:  One course each in Psychology and, Religious Studies.  This course satisfies the, power, privilege, and difference (PPD), requirement for Psychology majors.	HE	IP
PSYCH*480	Food and Hunger in Society	4	0	Various perspectives-including psychological,, biological, economic and sociocultural-are used, to study in depth how human beings produce,, select, and use food.  The objective is to understand how, these prespectives converge to explain both, individual and collective food choices and the, ways in which those choices are affected by, culture, gender and social class.  The causes and, consequences of excess and scarcity will also be, examined.  The course is discussion-oriented,, with, emphasis on primary sources, and includes a, community activism component.  Prerequisite: One, core course in Psychology.  This course satisfies, the power, privilege, and difference (PPD), requirement for Psychology majors.	SB	IP
PSYCH*485	The Analysis of Data	2	0	A study that bridges the gap between a course or, courses in statistics and the analysis of real, data. Topics include: data documentation, data, integrity, data structures, exploratory data, analysis, outlier analysis, data transformation,, power analysis, and the choice of statistical, models based upon actual data. Dummy coding of, variables for ANOVA and regression analysis are, discussed; dummy coding of interactions in, multiple regression is reviewed upon student, demand. Students make extensive use of standard, GUI statistical software and are introduced to, the advantages and use of syntax editors that, accompany GUI software. We also introduce a, relatively user friendly power analysis program., Two semester credit hours. Prerequisite:, permission of the instructor and one of the, following courses: Psychology 207, Biology 385,, Economics 202 or 203, Mathematics 345 or 346, or, Political Science 489.	QR	SP
PSYCH*500	Intern:Meadville Medical Centr	2	0	An internship at the Mental Health Center at the Meadville, Medical Center.  The intern works either in a family therapy , program (Family Builders), which conducts in-depth family , therapy with troubled famillies, or with a psychiatrist in the, inpatient and outpatient psychiatric units of the hospital.  The, internship involves selected readings and individual and group, discussions with staff members.  The intern is evaluated , jointly by the staff of the Mental Health Center and the , faculty liaison.		
PSYCH*501	Internship: CHAPS	2	0	An internship at the Crawford Counter Center for Mental Health, Awareness (CHAPS).  CHAPS is an agency which provides a drop-in, center, housing assistance, job training, and other services, for mental health consumers.  The intern works with staff and, consumers to assess satisfaction with services, conduct advocacy, and education about mental health issues, and facilitate the work, of the drop-in center.  The student is jointly evaluated by, the CHAPS stafrf anf and the faculty liaison.		
PSYCH*502	Intern:State Correctnal Instit	2	0	An internship at the State Correctional, Institution at  Cambridge Springs (SCICS), a, minimum-security women's prison. The intern works, with the prison's treatment staff, observes group, therapy and other group counseling techniques,, typically in specialized group settings such as, those for substance abusers or sexual offenders,, and learns about the multidisciplinary approach to, inmate rehabilitation.  The student is jointly, evaluated by the SCICS staff and the faculty, liaison.  Credit: Two semester hours., Prerequisites: Psychology 170 and the approval of, the liaison.  Corequisite: Psychology 540.		
PSYCH*503	Intern:MMC Pain Management	2	0	An internship at the Pain Management Center at the Meadville, Medical Center.  The intern observes and/or participates in , various aspects of the multidisciplinary treatment of chronic, pain, including educational presentations, individual, psychotherapy, physical therapy, biofeedback, and medical, procedures.  The student is jointly evaluated by the Pain, Management Center staff and the faculty liaison.		
PSYCH*505	Internship: Psych Research, Internship:Psych Research	2	4	Research experience at Allegheny College to be, directed by any member of the Psychology, Department. The completed project will be, evaluated jointly by the supervising faculty, member and the liaison person. Credit:  Two or, four semster hours.  May be repeated for credit., Prerequisites:  Psychology 206 and 207 and/or the, approval of both the faculty liaison person and, the faculty member in charge of the project.		
PSYCH*506	Internship:Surveyg/Data Analy	2	4	An internship with one or more local social service agencies, in which the intern assists in the design, pre-testing, , implementation, and evaluation of survey instruments.  , Additional responsibilities might include cataloguing, , evaluation, and other data management procedures.  Provides , hands-on experience for students with research methods,, statistics, and data management.		
PSYCH*520	Intern:Bethesda Youth Services	2	0	An internship in therapy and evaluation programs, for delinquent and dependent adolescents in, short-term or long-term residential group-home or, home or educational settings.  Students are, evaluated jointly by the Bethesda staff and the, faculty liaison and on the keeping of a daily, journal.  Credit Two semester hours.  May be, repeated for credit.  Prerequesities:  Psychology, 160 or 170 and the aproval of the liaison., Corequisite:  Psychology 540.		
PSYCH*522	Internship in Child Care	2	0	An internship at one of three child care sites:, Allegheny Child Care Center, YWCA Preschool, and, Head Start - Meadville Branch the internship, will: 1) acquaint the student with a child care, agency serving children four years of age and, under; 2) enable the intern to observe normal, physical, cognitive, and social-, emotional developmental processes in young, children; 3) involve the student in planning and, implementing appropriate activities, for infants, toddlers, and preschoolers; and 4), require the intern read current theory and, research and reflect on social issues and public, policies regarding young children and their, families.  The intern will meet regularly with an, agency administrator for discussion and, supervision as well as have regular conferences, with the internship instructor to review, assigned readings.  The intern's performance will, be evaluated by the on-site supervisor in, consultation with the supervising faculty member.,  In addition, the supervising faculty member, will evaluate the student's written work, consisting of a journal integrating the on-site, experiences with the assigned, readings.		
PSYCH*524	Intern:Y-Teen at YWCA	2	0	An internship at the YWCA organizing and running the Y-Teen, program for high school girls.  Interns recruit girls for , program and plan activities that build feelings of competency, and self esteem, as well as social and leadership skills.  Also,, working with Y staff, interns facilitate service projects for, program members.  Assigned readings are designated to foster, insight into devlopmental issues germane to adolescent girls., The student is jointly evaluated by the YWCA staff and the , faculty liaison.		
PSYCH*525	Internship: Active Aging	2	0	An internship with Active Aging, a state-supported area office, on aging that provides a wide variety of services to Senior, Citizens living in Crawford County.  The center provides , congregate meals, home-delivered meals, educational activities,, health-promotive services and activities, and social activities , for "active" Seniors.  The student will become involved in , several facets of operating a center for older adults from, developing appropriate activities and services to implementing, them.  The internship will involve selected readings and , discussions with on-site supervisor and staff.  Professional , performance will be evaluated by the on-site supervisor in, consultation with the supervising faculty member.  The student's, academic performatnce will be evaluated via a journal of, internship experiences and a research paper.		
PSYCH*527	Intern:Westbury Retiremnt Com	2	0	The internship provides students with an opportunity to observe, and to be involved in the operation of a retirement community, as well as interacting with residents.  Depending on the, student's interest, the internship experience can be tailored, to include but is not limited to activities, programming,, health advancement, community outreach, public relations,, accounting and administration.  Performance will be evaluated , jointly by the on-site supervisor and the supervising faculty, member.  Prerequisites:  Psych 160, 423 or 560 and approval of, the liaison.		
PSYCH*529	Internship	1	4	Academic study completed in support of an, internship experience with a partner institution., An Allegheny faculty member assigns and evaluates, the academic work done by the student. Credit:, One to four semester hours. Prerequisite:, permission of instructor.		
PSYCH*530	Intern:Teaching of Psychology	1	4	Designed to provide practical teaching experience in a variety, of psychology courses, this internship will involve working, closely with an instructor in a particular course such as, Introductory Psychology, Learning, or Physiological, Psychology. Although the specific duties will vary with the, course involved, students may be asked to attend lectures, act, as discussion facilitators, hold regular office hours, assist, with laboratory sessions, and act as writing tutors. In, addition to the practical work, the student intern will meet, on a regular basis with the supervisor to review his or her, work. Interns will also be exposed to some of the basic, principles of learning and cognitive psychology as they apply, to teaching and learning. Offered on a Credit-No Credit basis, only. May be repeated for credit.		
PSYCH*540	Internship Seminar	2	0	A co-requisite for all students participation in applied , internships in the psychology department(i.e., all internships , except Psychology 505 and 530).  The course focuses on , integrating students' internship experiences with their , understanding of psychological theory and research.  Students , will meet biweekly during the first two weeks and last two weeks , of the semester and weekly during the balance of the semester.  , Topics such as ethics, appropriate workplace behavior, and , relationships with supervisors and co-workers will provide the, focus of the early meetings, and the rest of the semester will , be devoted to examining students' intership experiences and , on-going ethical or practice issues.  A paper and formal in-class, presentation, assessing the relationship of the student's field , experience to current psychological theory and research, are, required.		
PSYCH*550	Jr Seminar: Clinical Disorders	4	0	An examination of current research and theory about the nature, and qualities of psychological disorders, particularly those, included in the Diagnostic and Statistical Manual of Mental, Disorders.  Topics may include the following: Do disorders such, as Dissociative Identity Disorder or Schnizophrenia actually, "exist" as currently conceptualized?  What are the relative, strengths and weaknesses of correlational, experimental, and , single case designs in clinical research?  How can the, psychological, social, and physiological precursors of various, disorders be understood in relation to one another?  Can the, effects of medication or psychotherapy be used as evidence for, or against a particular cause for a disorder?  The course, emphasizes close reading of selected primary sources, in-class, discussion, and extensive writing, culminating in a detailed, research proposal.		
PSYCH*553	Jr Sem: Behavioral Research on Alcohol	4	0	An examination of current research and theory in, the area of alcohol studies. Issues related to, alcohol use and abuse are approached through the, complementary disciplines of psychology and, epidemiology. Special emphasis is placed on, prevalence, individual and public health, consequences, and causal and contributory, factors, as well as treatment and policy-based, interventions. In addition, attention is paid to, methodological issues in alcohol research,, particularly research design and statistical, methods. Our study emphasizes close reading of, selected primary sources in psychology and, epidemiology, in-class discussion, and extensive, writing, culminating in a detailed research, proposal. Prerequisites: Psychology 206 and 207, and one of Psychology 170, 172, 176, or 178; or, Global Health Studies 130 and one of, Biology/Global Health Studies 321 or Biology 385., Permission of the instructor is also required.		
PSYCH*554	Jr Sem: Adolescence & Young Adulthood	4	0	Junior Seminar: Developmental Issues of, Adolescence & Young Adulthood., An examination of the theories, research, and, empirical findings associated with biological,, psychological, and social aspects of development, in adolescence and young adulthood. Topics, covered include issues surrounding identity,, self-esteem, social and moral development, gender, differences, family and peer relations, romantic, relations and sexuality, influence of social, media, and psychopathology. Examination of, cultural variations in adolescent and young, adulthood development is an underlying theme in, most discussions. Our study emphasizes reading of, selected primary sources, in-class discussion and, presentation, and extensive writing, and, culminates in a detailed research proposal., Prerequisites: PSYCH 206, PSYCH 207, and one of, PSYCH 160, PSYCH 162, or PSYCH 164.		
PSYCH*555	Jr Sem:Behavr/Cognition/Health	4	0	An in-depth examination of topics in the area of the effects, of behavior and cognition on health and vice versa. Students, will prepare and discuss presentations on themes such as, wellness, pain management, stress, and reactions to, and, control of, disease.		
PSYCH*556	Jr Seminar: Animal Behavior	4	0	An examination of animal behavior from the neuro-ethologist's, perspective. Specific topics will include methods of neuro-, ethological research, adaptation and evolution of behavior,, social behavior, physiological control systems, and, ethological theory past and present. Recommended for majors in, both biology and psychology and for any student with an, interest in physiological mechanisms of animal behavior.		
PSYCH*557	Jr Sem: Behav Mech Drug Action	4	0	A study of the various behavioral and environmental mechanisms, by which drugs and other substances may alter behavior., Students will examine the actions of drugs from a behavior, analytic perspective. Specific topics will include the factors, that are involved in the initiation and maintenance of self-, administered drugs. Moreover, students will examine the status, of behavioral pharmacology in the era of neuroscience in, addition to ethical issues. Of primary concern will be the, examination of the development of a scientific analysis of the, effects of drugs on human and non-human behavior.		
PSYCH*558	Jr Seminar: Neuroscience	4	0			
PSYCH*559	Jr Sem: Neuropsychology	4	0	Examination of primary literature that addresses, the etiology, diagnosis, treatment strategies,, and experimental animal models of disorders of, the human nervous system. Topics include, neurodegenerative disorders such as Alzheimer's, and Parkinson's diseases, schizophrenia,, affective disorders, and injuries of the brain, and spinal cord. Prerequisites: PSYCH 206, PSYCH, 207, and one of PSYCH 154+PSYCH 155, PSYCH 170,, PSYCH 172, or NEURO 110.		
PSYCH*578	Jr Seminar: Well-Being	4	0	An exploration of the traits, states, and actions, that promote happiness and resilience in, individuals and communities. We take a, discussion-oriented approach, with emphasis on, close reading of primary sources and evaluation, of recommendations for well-being in popular, culture.  Students do some data collection and, analysis, culminating in a detailed research, proposal. Prerequisites: Psychology 206, 207, and, one of 170, 172, 176, or 178.		
PSYCH*579	Jr Sem: The Psychology of Social Class	4	0	An examination of current social science research, and theory related to socioeconomic status (SES)., Topics may include the operationalization of, objective and subjective social status, the, psychological and physiological impact of income, inequality, intersectionality of SES and other, identities (e.g., race, sexual orientation,, religion), access to and experiences within, higher education, and communicating social class, research. Our study emphasizes close reading and, in-class discussion/presentation of social, psychology and behavioral economics research, related to SES, culminating in students writing a, detailed research proposal. Prerequisites: PSYCH, 162, PSYCH 206, and PSYCH 207.		
PSYCH*581	Jr Seminar: Psychology of (Im)morality	4	0	An examination of the processes underlying, immoral behavior with an emphasis on Social, Psychology and adjacent fields like Philosophy,, Social Neuroscience, and Behavioral Economics., Largely by means of reading and discussing, peer-reviewed publications, we start by, reflecting on different conceptualizations of, morality and its importance to living in groups., We then explore various recent findings on who, behaves immorally, why, and when. As importantly,, we address several ways in which humans justify, immoral and unethical behavior to themselves and, others. Each student develops a research proposal, over the course of the semester. Prerequisites:, Psychology 206, 207, and one of Psychology 160,, 162, or 164.		
PSYCH*582	Jr Sem: Memory Processes	4	0	An examination of current research and theory in, human memory processing.  Specific topics may, include the consolidation of memories, false, memories, individual differences in memory, and, the application of memory of research to the, classroom.  Particular attention is paid to, methodological issues in memory research.  The, course also emphasizes close reading of selected, primary sources, in-class discussion, and, extensive writing, culminating in a detailed, research proposal for the senior project., Prerequisites:  Psychology 206. 207, and one from, Psychology 160, 162 or 164.		
PSYCH*584	Jr Sem: Language Processes	4	0	An examination of current research and theory in, discourse processing.  Specific topics may include, politeness theory, sarcasm, generation of insults,, characteristics of instant-messaging and e-mail,, development of slang, commitment language in, therapy, rules of conversation, & speechlessness., The course emphasizes close reading of selected, primary sources, in-class discussion, & extensive, writing, culminating in a detailed research, proposal.		
PSYCH*585	Jr Sem:stimulus Control:learning/Remembg	4	0	Stimulus Control: Learning and Remembering, A stimulus-control approach to understanding how, we learn new behavior, why we pay attention to, particular events, how we remember, and why we, forget.  We examine in detail the empirical animal, and human literature on learning, memory, and, stimulus discrimination and generalization, as, well as discuss several theoretical perspectives,, including those arguing against a stimulus-control, explanation.  We also apply these explanatory, frameworks to complex mental behavior such as, categorization, concept formation, and relational, learning, and discuss stimulus-control based, interventions on clinical and other behavior, problems.  Prerequisites: Psychology 206, 207 and, one from among 150, 152 or 164.		
PSYCH*590	Independent Study	1	4	An independent study or research experience. The, student independently pursues a topic or project, of interest with guidance from a faculty member., Students meet one-on-one with the faculty mentor, on a regular basis and also complete independent, readings, laboratory work, or comparable, activities. Credit: One to four semester credit, hours. Prerequisite: Permission of the instructor.		
PSYCH*591	Group Study	1	4	Group study or research with faculty guidance. A, group of students meets together with a faculty, member on a regular basis to pursue a topic in, depth. Students typically complete a set of common, readings and assignments. Credit: One to four, semester credit hours. Prerequisite: permission of, instructor.		
PSYCH*593	Peer Mentoring	1	4	Structured work to enhance learning by other, students who are enrolled in a regular course. To, receive academic credit, peer mentors are expected, to complete assignments other than those assigned, in the course and to reflect on the, peer-leadership experience. Credit: One to four, semester credit hours. Prerequisite: permission of, instructor.		
PSYCH*600	Senior Project I	2	0	First semester of a two-semester senior project. , Two credits		
PSYCH*610	Senior Project II	4	0	Second semester of a two-semester senior project.,  Four Credits		
PSYCH*620	Senior Project	4	0	Involves the completion of the senior project, under the supervision of the instructor, who, serves as the senior Project advisor.  Students, meet regularly with the instructor to discuss, topics such as ethical standards for research,, strategies for literature searches, organization, and format of the project, and techniques for, coding and interpreting data.  Each student is, required to have at least one meeting with both, readers no later than the middle of the semester., An oral defense of the completed project is also, required.  Credit: Four semester hours., Prerequisites: Psychology 206, 207, one Advanced, Topics course, and the Junior Seminar.		
PSYCH*630	Senior Project	4	0	Involves completion of the senior Project under, the supervision of the instructor, who serves as, the Senior Project advisor.  Students meet with, the instructor once or twice a week as a group to, discuss topics such as ethical standards for, research, strategies for literature searches,, organization and format of the project, and, techniques for coding and interpreting data, as, well as the specific projects being carried out by, the students in the group.  Each student is, required to have at least one meeting with both, readers no later than the middle of the semester., An oral defense of the completed project is also, required.  Credit: Four semester hours., Prerequisites:  Psychology 206, 207, one Advanced, Topics course, and the Junior Seminar.		
RELST*111	Biblical Hebrew	4	0	An introduction to Biblical Hebrew.  Students, learn the Hebrew alphabet, become familiar with, the basic paradigms of Hebrew nouns and verbs,, and acquire at least 300 common Hebrew words. , They apply their learning to prose passages taken, from the Book of Judges and Genesis.  In addition, to learning the structure and grammar of Biblical, Hebrew, students focus on key passages of the, Biblical text that have been set to music in, order to gain a cultural understanding of the, passion and religious fervor of the ancient, Biblical writers. Parallels to modern Hebrew, vocabulary and syntax are noted.	HE	IP
RELST*115	Religion in the Ancient Near East	4	0	An examination of religious beliefs, trends, and, practices in ancient Egypt, Mesopotamia, and, Syria-Palestine, from prehistory to the conquests, of Alexander the Great. Topics include the history, and development of the different religious, cultures, the role of sacrifice, kingship,, prophecy, mythology, different ideas about the, nature of the divine world, and the distinctions, between "official" & "popular" religious culture., Students have an opportunity to read primary, sources reflecting the diversity of religious, beliefs and practices among the civilization of, the ancient Near East.	HE	SB
RELST*117	Religion in Ancient Greco-Roman World	4	0	An examination of religious beliefs, trends, and, practices in ancient Greece, the Hellenistic, empire founded by Alexander the Great, and Rome, and its empire, from prehistory to the reign of, Constantine. Topics include the history and, development of the religious cultures of Greece, and Rome, the role of augury, astrology and magic,, the philosophical challenge to traditional, religion, the spread of the mystery religions in, the Hellenistic era, and the origins and growth of, the Jesus movement. Students have an opportunity, to read primary sources reflecting the diversity, of religious beliefs and practices among the, Greeks and Romans. This course counts toward the, Classical Studies minor.	HE	SB
RELST*120	The Faith of Ancient Israel	4	0	An investigation of the faith and history of ancient Israel as, chronicled in the Hebrew Bible (the Christian Old Testament)., Both literary and historical critical methods will be used to, understand ancient Israelite religion and its gradual, evolution into the faith that is the basis of Christianity as, well as modern Judaism.	HE	SB
RELST*130	The New Testament	4	0	A literary and historical critical examination of, the various interpretations of Jesus Christ, his, life and mission, as preserved in the writings of, the New Testament. The New Testament will also be, investigated as an expression of the faith of the, earliest Christian communities and as a reflection, of the issues that concerned them.	HE	SB
RELST*140	Islam: Faith, History, and Culture	4	0	An introduction to the Islamic faith through its, history and its practices from the seventh, century, to the present. We consider the way Islam has, adapted and changed through time and over, different regions, balancing universal aspects of, the faith with the particular adaptations, encountered in the lived experience of Muslims., Using a variety of media, including music and, art,, we examine the voices of Arabic-speaking Muslims, (in translation), but also Persian, Turkic, and, American expressions. This course counts toward, the International Studies major.	HE	PD
RELST*144	Modern Islamic Movements	4	0	A study of modern Islamic movements arising in, the 18th and 19th centuries as well as those that, have appeared more recently. We examine the, various movements' organizations, ideologies,, evolution, and effectiveness.  Special attention, is paid to how various Islamic movements have, attracted wide support and are similar to other, social and religious movements. In particular, we, study movements that receive significant recent, media attention. , 	IP	SB
RELST*146	Islam in America	4	0	A survey of the variety of Islamic adaptations in, North America from the forced migrations of the, first Muslims from Africa through present-day, American Muslim youth cultures.  The course, examines the practices and self-understandings of, the Nation of Islam and other so-called "Black, Muslim" movements, as well as the impact of, changes over time of racial constructions.  Prior, or current study in RELST 140 is recommended., This class counts towards the Black Studies minor.	HE	SB
RELST*147	Judaism	4	0	A survey of the Jewish experience, examining the, historic forces that shape the belief and, practices of Judaism. We examine issues in Jewish, life such as the relationships among God, Torah,, and (the people) Israel through ritual, sacred, literature, and theology. Topics include Jewish, faith and practice, the Bible from a Jewish, perspective, rabbinic literature, the importance, of Zionism and the State of Israel, and movements, within American Judaism. This course counts toward, the International Studies major.	HE	PD
RELST*150	Hinduism	4	0	An examination of the Hindu way of life from its, origins to modern sectarian movements. Emphasis, is, given to the fundamental problems of human, existence and their solution in the Upanishads,, Bhagavad Gita and Puranic literature. Includes an, examination of the importance of sacrifice, the, sacramental and social structure of life, myth,, the Hindu temple, puja, festivals and pilgrimage.	HE	IP
RELST*160	Buddhism	4	0	An examination of the life and teachings of the, Buddha, the rise of the Therevada and Mahayana, schools, and the spread of Buddhism to Tibet and, Japan (e.g. Pure Land and Zen sects). Major, consideration is given to such issues as, suffering, non-self, dependent origination,, karma,, rebirth, world renunciation, meditation and, nirvana. This course counts toward the, International Studies major.	HE	IP
RELST*165	Zen Buddhism/Japanese Culture	4	0	An examination of the origin of Zen, its, development in China, and its transmission to, Japan forms the historical background for an, investigation of the nature of Zen, its, philosophy, method of attaining enlightenment,, monastic life and important masters (e.g. the, Sixth Patriarch, Dogen, Basho, Hakuin). The, course, also examines the influence of Zen on Japanese, cultural phenomena like poetry, tea, painting,, rock gardens and the martial arts. This course, counts toward the International Studies major.	HE	IP
RELST*170	Religions of China	4	0	A study of the major traditions of China,, Confucianism, Taoism, Buddhism, and folk, religion., The Chinese religion is considered on four, levels:, the personal, the family, community, state. The, course concludes with a look at religion in, contemporary China: Maoism and its decline and, the, Buddhist struggle to survive. This course counts, toward the International Studies major.	HE	SB
RELST*171	Islam and Other Religions	4	0	A study of Islam's interaction with major world, religions such as Christianity, Judaism,, Hinduism, and Buddhism. We examine how Islam, theologically contrasts with other religions and, how Muslim communities have lived among other, religious communities for centuries. Special, attention is given to how politics and the rise, of the modern nation-state affect the, relationship between various communities. A key, question is how the different religions can be, true to their own faiths while living in a, peaceful pluralistic world.	HE	SB
RELST*175	Contemporary Religious Thought	4	0	An introductory course exploring the basic issues, and concerns in 20th-century religious thought, around the world and across traditions.  Topics, include: Key religious figures; the place of, religious thought in the contemporary world;, religion, skepticism, & secularization; religion,, violence, and conflict; religion & globalization;, religious social ethics and political liberation;, religious pluralism and diversity; religion and, ecological crisis; religion and technology.	HE	SB
RELST*180	Religion in American Life	4	0	A social history of Protestant, Catholic, and, non-Christian groups in the U.S. context; the role, of women and African Americans in various, religions is included along with the emergence of, sects and denominations, and the religious faiths, of immigrant and ethnic populations. The course, examines the inherent tension between the, Protestant mainstream and the religious diversity, resulting from the First Amendment guarantee of, religious freedom. This course counts toward the, American Studies minor.	HE	SB
RELST*188	Judaism and Other Religions	4	0	An investigation into the dynamics of Judaism's, interactions with Christianity and Islam. We, examine the ways in which these encounters, influence the trajectory and the character of, theology, religious doctrine, liturgy, and, religious law in all three monotheistic, traditions. Special attention is given to, examining the interface between religion and, politics as it affected Jewish communities living, under Christian and Islamic rule. We also, investigate the causes precipitating religious, conflict and how these three traditions can, remain authentically connected to their past, while enhancing their relevance in the 21st, century.	HE	SB
RELST*200	Christian Ethics	4	0	An introduction to the study of Christian ethics, considered within an ecumenical framework and, across the broad span of the history of theology., Focusing on the primary issues that arise for any, ethic that is identifiably Christian, this inquiry, also involves learning to analyze and construct, moral arguments.  This course counts toward the, VESA and Science, Health, and Society minors.	HE	PD
RELST*204	Introduction to Sociology of Religion	4	0	A study of the religious roots of sociology and, the religious application of the discipline since, then.  Students examine the work of Emile, Durkheim, Max Weber, and Karl Marx, for whom, religion was foundational subject matter, and, then trace the evolution of the field, examining, current theoretical models, recent case studies,, and intersections with race, ethnicity, and, gender. Students engage in fieldwork by making, site visits to congregations in the area.	SB	HE
RELST*212	The Problem of the Self: East and West	4	0	An examination of the problem of the self in a, cross-cultural context. The Eastern traditions, are represented by early Buddhism, the Advaita, Vedanta philosophy of Sankara, Taoism and Zen, Buddhism. The Western tradition is represented by, the existential thought of Soren Kierkegaard, the, dialogical philosophy of Martin Buber, the, deconstructive theology of Mark C. Taylor, and, others. Prerequisite: At least one course in, Philosophy or Religious Studies.	HE	IP
RELST*215	Marriage and Sexuality in Islam	4	0	A study of the various marriage and sexual, practices in Islamic history beginning with, pre-Islamic Arabia and ending with the modern, Muslim world. We examine how Muslims understood, sex, arranged sexual relationships, and, structured marriage contracts. Special attention, is paid to how Muslim women were placed within, sexual relationships and how they navigated, different cultural and religious rules to their, advantage. Attention is also paid to modern, attempts to reform Islamic law in an effort to, seek greater gender equality.	HE	SB
RELST*222	The Qur'an	4	0	An examination of one of the dominant scriptural, sources in Islam, the Qur'an, in English, translation.  Through a close reading of the text,, students study the ways Muslims draw on the text, in prayer, find meaning from the text, and have, used interpretations to provide meaning to new, generations.	HE	IP
RELST*224	Jewish Theology and the Holocaust	4	0	An examination of the character of God,, revelation, and redemption by exposure to the, enormous range of theological viewpoints and, methods that have characterized Jewish theological, reflection in modern times.  Students study, Holocaust theologians and theological reflections, on the significance of the modern State of Israel, as well as essays by prominent Jewish feminist, theologians.	HE	SB
RELST*226	Religion, Education, and Gender	4	0	Religion, Education, and Gender in the Middle, East and North Africa:, An examination of religion, education, and gender, in the Middle East and North Africa. By reading, ethnographic accounts of religious communities in, the region, students explore how these, communities grapple with issues of education and, gender.	IP	SB
RELST*227	Religion and the Challenge of Modernity	4	0	An exploration of the philosophical study of, religion, particularly in light of the contest, between traditional modes of religious expression, and the rise of a critical mentality in the, modern, West.  Issues to be addressed may include the, ethics of belief, theories of rationality and, their relevance to religion, the problem of evil,, religious experience, and the epistemic status of, belief in God.	HE	
RELST*229	The Jewish Bible: How the Rabbis Read It	4	0	An examination of the Hebrew Bible and the rabbis', unique process of interpretation called midrash., This course encourages a multi-faith conversation, on the challenges posed by these texts to people, of the twenty-first century and cultivates, awareness of the contemporary relevance of the, so-called "Old Testament." Scripture is approached, as a source of practical wisdom that may form a, basis for personal and collective, self-understanding. This course counts toward the, International Studies major.	HE	PD
RELST*250	Medieval & Reformation Christianity	4	0	A study of various aspects of Western, Christianity during the period from the 8th to, the mid-17th century. The political,, intellectual, and cultural developments of the, medieval era and the Renaissance in Western, Europe are studied in terms of how they affected,, and were in turn affected by, the theological and, institutional development of the Latin Church., The ideas of specific medieval and Reformation , theologians are explored in depth to determine, their contribution to the evolution of Western, self-understanding. This course counts toward the, Medieval and Renaissance Studies minor.	HE	SB
RELST*265	Theory & Method in the Study of Religion	4	0	A critical examination of the different theories, about the nature of religion and methodological, approaches to the study of the subject from the, 19th to the 21st centuries. Students study the, origins of the discipline of Religious Studies in, the quest for the origin of religion and the, possibility of a science of religion as well as, the various methods applied to the study of, religion, including phenomenology, history,, sociology, anthropology, psychology, ecology,, biology, feminism, and postmodernism.	HE	SB
RELST*280	Modern Islamic History	4	0	A survey of the political, religious, and social, history of the Islamic Middle East from the early, eighteenth through the early twenty-first century., Special attention is paid to changes in, intellectual currents of the Middle East due to, colonization as well as the regions of Islamic, Central Asia (including Afghanistan) and Islamic, North Africa.  Issues related to Muslim migrants, to the United States are also considered.		
